model,experiment,region_name,horizon,n,MAE,RMSE,MASE,sMAPE,modell
naive,naive,Södra Norrland,6,42.0,2037.047619047619,2894.6815928197566,1.5762142285711787,31.24368923825068,Naive
naive,naive,Uppsala län,1,47.0,144.38297872340425,202.44736641955302,0.9016295242041543,23.698866621984237,Naive
naive,naive,Uppsala län,3,45.0,206.64444444444445,278.6186960305747,1.290434189481607,33.946967540117925,Naive
naive,naive,Uppsala län,6,42.0,154.52380952380952,211.01726401952453,0.9649560501592677,25.758839632741047,Naive
naive,naive,Värmlands län,1,47.0,359.72340425531917,421.8072313575621,1.070911488574409,25.517813947775696,Naive
naive,naive,Värmlands län,3,45.0,469.8222222222222,585.3475320980975,1.3986802343509097,32.10609550463348,Naive
naive,naive,Värmlands län,6,42.0,458.1904761904762,564.0234290979663,1.3640520441630526,30.985955771079322,Naive
naive,naive,Västerbottens län,1,47.0,879.468085106383,1262.8650388632107,1.0489895351884808,29.538603979168453,Naive
naive,naive,Västerbottens län,3,45.0,1131.0666666666666,1456.1058264349394,1.349084880994097,38.6073060464831,Naive
naive,naive,Västerbottens län,6,42.0,1420.404761904762,1718.6671122870603,1.6941942023851242,50.34643759099604,Naive
naive,naive,Västernorrlands län,1,47.0,525.4468085106383,727.766738407242,0.9148722688463573,27.419681784676836,Naive
naive,naive,Västernorrlands län,3,45.0,571.0444444444445,765.8680623246336,0.9942637733052655,29.376417080818502,Naive
naive,naive,Västernorrlands län,6,42.0,591.2380952380952,771.0591046457741,1.0294235855234497,30.378990172787418,Naive
naive,naive,Västmanlands län,1,47.0,87.97872340425532,113.41760529780798,0.4263678789407549,27.771251513359203,Naive
naive,naive,Västmanlands län,3,45.0,123.64444444444445,147.69187143810214,0.5992132811287865,37.32733162938731,Naive
naive,naive,Västmanlands län,6,42.0,82.02380952380952,105.13902361023848,0.39750881049514786,24.017539584770134,Naive
naive,naive,Västra Götalands län,1,47.0,273.27659574468083,327.7354927246809,0.6481388930148938,21.227424503444116,Naive
naive,naive,Västra Götalands län,3,45.0,372.68888888888887,450.8045400540386,0.8839182266053858,28.27240494742189,Naive
naive,naive,Västra Götalands län,6,42.0,396.0952380952381,453.277324971516,0.939431817964292,29.728581251870658,Naive
naive,naive,Örebro län,1,47.0,131.53191489361703,165.40498333072767,0.6659748537150356,25.85576436780659,Naive
naive,naive,Örebro län,3,45.0,189.53333333333333,234.72371465666228,0.9596487213227302,35.46082919637915,Naive
naive,naive,Örebro län,6,42.0,164.83333333333334,199.42721550910318,0.8345872189484524,31.035199017398853,Naive
naive,naive,Östergötlands län,1,47.0,175.82978723404256,221.01612533834376,0.8518838403751549,26.270999353309787,Naive
naive,naive,Östergötlands län,3,45.0,208.9111111111111,268.2723740280886,1.0121606948968511,31.222328522246084,Naive
naive,naive,Östergötlands län,6,42.0,264.5952380952381,329.4990064296025,1.2819466548834515,38.5871203902014,Naive
seasonal_naive,seasonal_naive,Blekinge län,1,47.0,74.85106382978724,93.94634050146402,0.7394038563384496,35.154873739902285,Seasonal Naive
seasonal_naive,seasonal_naive,Blekinge län,3,45.0,75.2,94.88214912312127,0.7428507645942628,35.533057770629014,Seasonal Naive
seasonal_naive,seasonal_naive,Blekinge län,6,42.0,77.5,97.05729775559924,0.7655709342560554,37.0070443177436,Seasonal Naive
seasonal_naive,seasonal_naive,Dalarnas län,1,47.0,433.8085106382979,852.8098114281314,1.0685830881621399,24.975176126652137,Seasonal Naive
seasonal_naive,seasonal_naive,Dalarnas län,3,45.0,444.77777777777777,869.8810518941336,1.0956032435240852,25.69560713126442,Seasonal Naive
seasonal_naive,seasonal_naive,Dalarnas län,6,42.0,469.5,899.8772006171043,1.156500501002004,26.758983060140164,Seasonal Naive
seasonal_naive,seasonal_naive,Gotlands län,1,47.0,60.87234042553192,74.89808678634802,1.321364269722731,64.27968067594351,Seasonal Naive
seasonal_naive,seasonal_naive,Gotlands län,3,45.0,60.91111111111111,75.17076855031112,1.3222058703294906,64.80061453001488,Seasonal Naive
seasonal_naive,seasonal_naive,Gotlands län,6,42.0,57.23809523809524,69.50402523458281,1.2424752093626266,62.08657122743456,Seasonal Naive
seasonal_naive,seasonal_naive,Gävleborgs län,1,47.0,696.1702127659574,1586.4566968763534,1.331109393433953,30.4930143299263,Seasonal Naive
seasonal_naive,seasonal_naive,Gävleborgs län,3,45.0,714.8444444444444,1620.0658697170995,1.3668153813469301,31.181446296173004,Seasonal Naive
seasonal_naive,seasonal_naive,Gävleborgs län,6,42.0,747.5238095238095,1675.4762507020703,1.4292998270053718,31.470461895919,Seasonal Naive
seasonal_naive,seasonal_naive,Götaland,1,47.0,1150.7446808510638,1450.6974771511689,0.7692259789365012,24.47731268750912,Seasonal Naive
seasonal_naive,seasonal_naive,Götaland,3,45.0,1168.9777777777779,1474.2427359307028,0.7814140620672639,25.07520555459707,Seasonal Naive
seasonal_naive,seasonal_naive,Götaland,6,42.0,1202.2142857142858,1509.0457643980249,0.8036313147553084,25.958063042386154,Seasonal Naive
seasonal_naive,seasonal_naive,Hallands län,1,47.0,81.63829787234043,110.73036063319512,0.6564889702150859,32.421274753274105,Seasonal Naive
seasonal_naive,seasonal_naive,Hallands län,3,45.0,84.66666666666667,113.12254908333313,0.6808413974830767,33.675127380385184,Seasonal Naive
seasonal_naive,seasonal_naive,Hallands län,6,42.0,86.11904761904762,114.6043920042625,0.6925206228054804,34.03291489637017,Seasonal Naive
seasonal_naive,seasonal_naive,Hela landet,1,47.0,3041.3829787234044,3724.64079376162,0.8232512065802661,15.211900970883491,Seasonal Naive
seasonal_naive,seasonal_naive,Hela landet,3,45.0,3094.9555555555557,3784.330796558062,0.8377524018671533,15.591920849707458,Seasonal Naive
seasonal_naive,seasonal_naive,Hela landet,6,42.0,3084.809523809524,3785.8590268826138,0.8350060417621104,15.53066129024635,Seasonal Naive
seasonal_naive,seasonal_naive,Jämtlands län,1,47.0,612.063829787234,777.1799129038762,1.0110243002812813,26.672200786569718,Seasonal Naive
seasonal_naive,seasonal_naive,Jämtlands län,3,45.0,631.0666666666667,793.2854887533659,1.0424137223062135,27.57431706734671,Seasonal Naive
seasonal_naive,seasonal_naive,Jämtlands län,6,42.0,611.6666666666666,772.6530361589957,1.0103682550348096,26.8412946073039,Seasonal Naive
seasonal_naive,seasonal_naive,Jönköpings län,1,47.0,226.0,317.6727876290319,0.9055963053518066,34.94761921338128,Seasonal Naive
seasonal_naive,seasonal_naive,Jönköpings län,3,45.0,232.06666666666666,323.81239424498045,0.9299058226931087,36.084830304921596,Seasonal Naive
seasonal_naive,seasonal_naive,Jönköpings län,6,42.0,244.88095238095238,334.75253830966227,0.9812534766691247,38.143192421827216,Seasonal Naive
seasonal_naive,seasonal_naive,Kalmar län,1,47.0,202.38297872340425,242.52685747303263,0.7153484150899143,29.027952473618974,Seasonal Naive
seasonal_naive,seasonal_naive,Kalmar län,3,45.0,204.44444444444446,245.43992249745264,0.7226349282424049,29.696175763318344,Seasonal Naive
seasonal_naive,seasonal_naive,Kalmar län,6,42.0,200.16666666666666,243.9826789324349,0.7075145778416806,29.666461038509123,Seasonal Naive
seasonal_naive,seasonal_naive,Kronobergs län,1,47.0,140.82978723404256,199.51670329477938,0.6891397069593191,27.673325172131126,Seasonal Naive
seasonal_naive,seasonal_naive,Kronobergs län,3,45.0,140.13333333333333,200.7694089136977,0.6857316634873241,27.76813854140124,Seasonal Naive
seasonal_naive,seasonal_naive,Kronobergs län,6,42.0,146.85714285714286,207.31802117703592,0.718634107039183,29.012111748455883,Seasonal Naive
seasonal_naive,seasonal_naive,Norra Norrland,1,47.0,1142.7659574468084,1549.5604318370076,1.0071530797632116,25.551424387161276,Seasonal Naive
seasonal_naive,seasonal_naive,Norra Norrland,3,45.0,1159.7111111111112,1575.460673369327,1.022087339564049,26.104758993093597,Seasonal Naive
seasonal_naive,seasonal_naive,Norra Norrland,6,42.0,1147.595238095238,1548.3919846393026,1.011409266120892,25.639361126655523,Seasonal Naive
seasonal_naive,seasonal_naive,Norrbottens län,1,47.0,289.531914893617,345.80981121407603,0.49427714756001784,17.792163133966266,Seasonal Naive
seasonal_naive,seasonal_naive,Norrbottens län,3,45.0,289.7111111111111,343.89038951386823,0.4945830640779571,18.11570189740453,Seasonal Naive
seasonal_naive,seasonal_naive,Norrbottens län,6,42.0,281.45238095238096,338.49235062047035,0.480484094757684,16.72413059019515,Seasonal Naive
seasonal_naive,seasonal_naive,Skåne län,1,47.0,158.27659574468086,192.12113864667162,0.7815365018916619,35.73716469662371,Seasonal Naive
seasonal_naive,seasonal_naive,Skåne län,3,45.0,163.15555555555557,196.0742489750021,0.8056277780877458,36.89676662815663,Seasonal Naive
seasonal_naive,seasonal_naive,Skåne län,6,42.0,165.85714285714286,199.94856481462568,0.818967647316696,37.3978837814615,Seasonal Naive
seasonal_naive,seasonal_naive,Stockholms län,1,47.0,130.51063829787233,162.61362639508937,1.3426552152701774,40.85115890672969,Seasonal Naive
seasonal_naive,seasonal_naive,Stockholms län,3,45.0,133.42222222222222,165.6172293774614,1.372608737770028,42.040088288375834,Seasonal Naive
seasonal_naive,seasonal_naive,Stockholms län,6,42.0,131.76190476190476,162.84962388657826,1.3555278781085234,42.86006668844427,Seasonal Naive
seasonal_naive,seasonal_naive,Svealand,1,47.0,821.3829787234042,1066.8183258763095,0.7913001607478545,15.863909517139424,Seasonal Naive
seasonal_naive,seasonal_naive,Svealand,3,45.0,827.7111111111111,1076.9858453624686,0.797396527857152,16.210616754480323,Seasonal Naive
seasonal_naive,seasonal_naive,Svealand,6,42.0,855.4761904761905,1097.0841440143136,0.8241447224677961,16.874371694502365,Seasonal Naive
seasonal_naive,seasonal_naive,Södermanlands län,1,47.0,187.48936170212767,249.5117785988759,1.1881710354914643,37.835053329036036,Seasonal Naive
seasonal_naive,seasonal_naive,Södermanlands län,3,45.0,192.77777777777777,254.5209443466512,1.2216851652941878,39.27322948481227,Seasonal Naive
seasonal_naive,seasonal_naive,Södermanlands län,6,42.0,202.04761904761904,262.7082393980422,1.2804306685080047,41.53574783778717,Seasonal Naive
seasonal_naive,seasonal_naive,Södra Norrland,1,47.0,1275.7446808510638,1754.0934980781383,0.9871379044745038,21.19040974991735,Seasonal Naive
seasonal_naive,seasonal_naive,Södra Norrland,3,45.0,1317.111111111111,1790.0038485371415,1.0191461674877995,21.91295983680365,Seasonal Naive
seasonal_naive,seasonal_naive,Södra Norrland,6,42.0,1310.9761904761904,1803.5341825479902,1.0143991261788496,21.258559726462195,Seasonal Naive
seasonal_naive,seasonal_naive,Uppsala län,1,47.0,172.0,222.10214249783286,1.0740897544453851,27.170559194684046,Seasonal Naive
seasonal_naive,seasonal_naive,Uppsala län,3,45.0,172.6888888888889,222.29065057562212,1.078391664314611,27.619169214090277,Seasonal Naive
seasonal_naive,seasonal_naive,Uppsala län,6,42.0,174.4047619047619,226.5292475597798,1.0891067900487883,28.22833276052932,Seasonal Naive
seasonal_naive,seasonal_naive,Värmlands län,1,47.0,294.27659574468083,368.0702118496739,0.8760736262182913,20.719877075119943,Seasonal Naive
seasonal_naive,seasonal_naive,Värmlands län,3,45.0,301.22222222222223,374.9029800420963,0.8967510442071035,21.329308952774255,Seasonal Naive
seasonal_naive,seasonal_naive,Värmlands län,6,42.0,306.6666666666667,381.62366154055366,0.9129593810444875,21.80398958262232,Seasonal Naive
seasonal_naive,seasonal_naive,Västerbottens län,1,47.0,1053.2553191489362,1501.5357174034516,1.256275044403904,37.543855939790035,Seasonal Naive
seasonal_naive,seasonal_naive,Västerbottens län,3,45.0,1077.7777777777778,1529.8078165428346,1.2855243178162934,38.55508174645721,Seasonal Naive
seasonal_naive,seasonal_naive,Västerbottens län,6,42.0,1054.6904761904761,1516.4921066473803,1.257986834454529,37.74599448506241,Seasonal Naive
seasonal_naive,seasonal_naive,Västernorrlands län,1,47.0,450.0851063829787,649.9543682837002,0.7836575953666925,23.07933373680085,Seasonal Naive
seasonal_naive,seasonal_naive,Västernorrlands län,3,45.0,452.4,657.7142574434923,0.7876881307914773,23.349610875091717,Seasonal Naive
seasonal_naive,seasonal_naive,Västernorrlands län,6,42.0,442.2142857142857,653.9327728662721,0.7699534573907472,21.9742240814895,Seasonal Naive
seasonal_naive,seasonal_naive,Västmanlands län,1,47.0,110.91489361702128,133.49181184547325,0.5375225520962891,30.488384280614707,Seasonal Naive
seasonal_naive,seasonal_naive,Västmanlands län,3,45.0,112.33333333333333,135.0426270149952,0.5443966815431371,31.277795453847222,Seasonal Naive
seasonal_naive,seasonal_naive,Västmanlands län,6,42.0,112.64285714285714,136.20965982106932,0.5458967147902887,31.78084453551414,Seasonal Naive
seasonal_naive,seasonal_naive,Västra Götalands län,1,47.0,343.9574468085106,419.5674571077097,0.8157749411771078,25.880661884816558,Seasonal Naive
seasonal_naive,seasonal_naive,Västra Götalands län,3,45.0,339.22222222222223,418.1268016071467,0.8045442567009251,25.943957728762623,Seasonal Naive
seasonal_naive,seasonal_naive,Västra Götalands län,6,42.0,344.1190476190476,426.36584447318637,0.8161582150179076,26.544367733417083,Seasonal Naive
seasonal_naive,seasonal_naive,Örebro län,1,47.0,140.06382978723406,165.2162348418555,0.7091738049184858,26.20895877017904,Seasonal Naive
seasonal_naive,seasonal_naive,Örebro län,3,45.0,140.73333333333332,165.83586262727775,0.7125636478059385,26.776222921845793,Seasonal Naive
seasonal_naive,seasonal_naive,Örebro län,6,42.0,138.23809523809524,165.00721484947545,0.699929711572254,26.416898476571944,Seasonal Naive
seasonal_naive,seasonal_naive,Östergötlands län,1,47.0,209.95744680851064,270.74043469478914,1.0172301230423557,31.078948100372607,Seasonal Naive
seasonal_naive,seasonal_naive,Östergötlands län,3,45.0,214.82222222222222,275.46699741832356,1.040799642332503,32.04574951809439,Seasonal Naive
seasonal_naive,seasonal_naive,Östergötlands län,6,42.0,214.42857142857142,276.01285339290854,1.0388924299361437,32.658387373267914,Seasonal Naive
timesfm_cal,CAL,Blekinge län,1,47.0,42.99931887362866,57.65488412812734,0.424761660934941,21.213508812593744,TimesFM C (+kalender)
timesfm_cal,CAL,Blekinge län,3,45.0,48.60223829481337,64.68212662262356,0.4801091739134929,24.453425161357067,TimesFM C (+kalender)
timesfm_cal,CAL,Blekinge län,6,42.0,54.31254395984468,73.69738050073192,0.5365174841440177,27.199623330563988,TimesFM C (+kalender)
timesfm_cal,CAL,Dalarnas län,1,47.0,356.8195060567653,723.1375714467629,0.8789391640509833,19.080077346262833,TimesFM C (+kalender)
timesfm_cal,CAL,Dalarnas län,3,45.0,473.30154486762154,935.059752857635,1.165864693853944,26.060117746137944,TimesFM C (+kalender)
timesfm_cal,CAL,Dalarnas län,6,42.0,484.42055257161456,936.3484233896952,1.193253699136826,26.934796175537084,TimesFM C (+kalender)
timesfm_cal,CAL,Gotlands län,1,47.0,37.57336937113011,50.71216206962461,0.8156102990789833,40.99230240726487,TimesFM C (+kalender)
timesfm_cal,CAL,Gotlands län,3,45.0,39.745015970865886,51.85817028760034,0.8627505306405766,44.70710008911786,TimesFM C (+kalender)
timesfm_cal,CAL,Gotlands län,6,42.0,41.86088916233608,50.739827301044336,0.9086800811544623,49.397880979652356,TimesFM C (+kalender)
timesfm_cal,CAL,Gävleborgs län,1,47.0,497.9632529400765,1213.5154052995488,0.9521285907076033,21.37313457500818,TimesFM C (+kalender)
timesfm_cal,CAL,Gävleborgs län,3,45.0,751.9931532118055,1696.352737806357,1.4378454172309858,31.1678766327867,TimesFM C (+kalender)
timesfm_cal,CAL,Gävleborgs län,6,42.0,778.2837117513021,1746.8279464512136,1.4881141716086084,32.65717871027509,TimesFM C (+kalender)
timesfm_cal,CAL,Götaland,1,47.0,651.1243454953458,801.7083044380391,0.435250121427996,13.887674115358466,TimesFM C (+kalender)
timesfm_cal,CAL,Götaland,3,45.0,919.6991807725694,1084.8825003327436,0.6147814666704865,19.271978027378232,TimesFM C (+kalender)
timesfm_cal,CAL,Götaland,6,42.0,1073.2171688988096,1309.7851118960666,0.717401992896541,22.63110013497856,TimesFM C (+kalender)
timesfm_cal,CAL,Hallands län,1,47.0,51.14716387809591,68.41196694165748,0.4112965338432137,20.68375810106883,TimesFM C (+kalender)
timesfm_cal,CAL,Hallands län,3,45.0,55.71000196668837,72.74841282312346,0.4479882944029731,22.64020298465535,TimesFM C (+kalender)
timesfm_cal,CAL,Hallands län,6,42.0,66.00051044282459,88.07345552872484,0.5307387373758554,26.94465639758562,TimesFM C (+kalender)
timesfm_cal,CAL,Hela landet,1,47.0,2418.5062333776596,3142.3199323153967,0.6546489503882785,12.241629760284088,TimesFM C (+kalender)
timesfm_cal,CAL,Hela landet,3,45.0,3540.349782986111,4151.346847141522,0.9583131262814122,17.843893415402256,TimesFM C (+kalender)
timesfm_cal,CAL,Hela landet,6,42.0,3685.2733444940477,4228.585882637404,0.9975414963051692,18.371200345514442,TimesFM C (+kalender)
timesfm_cal,CAL,Jämtlands län,1,47.0,421.46974474318483,562.7406755540474,0.6961956139718882,18.81202241951797,TimesFM C (+kalender)
timesfm_cal,CAL,Jämtlands län,3,45.0,540.09033203125,682.8238021655111,0.8921364463252072,24.278755564073855,TimesFM C (+kalender)
timesfm_cal,CAL,Jämtlands län,6,42.0,549.2827497209821,677.5251641086958,0.9073207411819795,24.540703211774485,TimesFM C (+kalender)
timesfm_cal,CAL,Jönköpings län,1,47.0,139.41837651678856,202.86026713015755,0.5586582596095168,22.68219116098898,TimesFM C (+kalender)
timesfm_cal,CAL,Jönköpings län,3,45.0,167.8868401421441,231.55249213030413,0.6727331953536065,26.720251878435597,TimesFM C (+kalender)
timesfm_cal,CAL,Jönköpings län,6,42.0,193.24017769949776,261.5697774915911,0.7743256237619104,31.274466764599673,TimesFM C (+kalender)
timesfm_cal,CAL,Kalmar län,1,47.0,118.35428830410572,147.40830784451927,0.41833830637085057,17.579861204205,TimesFM C (+kalender)
timesfm_cal,CAL,Kalmar län,3,45.0,150.44696723090277,182.52850933106185,0.5317739675666945,21.864413413514818,TimesFM C (+kalender)
timesfm_cal,CAL,Kalmar län,6,42.0,175.4354451497396,203.26897334821055,0.6200989254633739,25.543511796703577,TimesFM C (+kalender)
timesfm_cal,CAL,Kronobergs län,1,47.0,99.18270809092421,134.48853440904296,0.4853429358351603,20.22322096547942,TimesFM C (+kalender)
timesfm_cal,CAL,Kronobergs län,3,45.0,111.30162285698785,147.81451690673254,0.5446459109697506,23.018557442512268,TimesFM C (+kalender)
timesfm_cal,CAL,Kronobergs län,6,42.0,122.53091358003162,160.83025199221657,0.5995955794328494,25.13701930236764,TimesFM C (+kalender)
timesfm_cal,CAL,Norra Norrland,1,47.0,737.4973456200133,1091.7451962457278,0.6499779925348043,16.54936733891907,TimesFM C (+kalender)
timesfm_cal,CAL,Norra Norrland,3,45.0,792.0384874131944,1192.9107037190936,0.6980466968682209,18.430889487599423,TimesFM C (+kalender)
timesfm_cal,CAL,Norra Norrland,6,42.0,785.1232328869048,1086.5521977799551,0.6919520806888416,18.6308669015015,TimesFM C (+kalender)
timesfm_cal,CAL,Norrbottens län,1,47.0,289.0297072390293,355.5556425127265,0.49341979901146965,16.83943840043043,TimesFM C (+kalender)
timesfm_cal,CAL,Norrbottens län,3,45.0,309.3534261067708,361.58862120850955,0.5281156279443527,18.784835323938637,TimesFM C (+kalender)
timesfm_cal,CAL,Norrbottens län,6,42.0,323.6079857235863,371.53598534282935,0.552450434246147,18.887320181954873,TimesFM C (+kalender)
timesfm_cal,CAL,Skåne län,1,47.0,107.08577452314661,144.43229454185786,0.5287670058192532,24.205815713389516,TimesFM C (+kalender)
timesfm_cal,CAL,Skåne län,3,45.0,114.78356391059027,150.57074334299924,0.5667770689107426,25.865139181188983,TimesFM C (+kalender)
timesfm_cal,CAL,Skåne län,6,42.0,123.87025306338356,158.83926649230673,0.611645226586478,27.995903919966246,TimesFM C (+kalender)
timesfm_cal,CAL,Stockholms län,1,47.0,85.65408162867769,101.64183264134694,0.8811841004519588,31.405606088104797,TimesFM C (+kalender)
timesfm_cal,CAL,Stockholms län,3,45.0,90.02853834364149,108.86791716148852,0.9261872296904704,32.55746524044671,TimesFM C (+kalender)
timesfm_cal,CAL,Stockholms län,6,42.0,92.3395015171596,110.24709607487897,0.949961741850465,34.10214537844057,TimesFM C (+kalender)
timesfm_cal,CAL,Svealand,1,47.0,687.3695561835107,946.264653724218,0.6621949253764043,13.56002754849031,TimesFM C (+kalender)
timesfm_cal,CAL,Svealand,3,45.0,997.0669759114584,1225.5927033257556,0.9605498028962665,19.84752871379369,TimesFM C (+kalender)
timesfm_cal,CAL,Svealand,6,42.0,1022.1859305245536,1264.993153433063,0.9847487859991944,19.845970725540102,TimesFM C (+kalender)
timesfm_cal,CAL,Södermanlands län,1,47.0,94.62447730531083,124.3200559310149,0.5996610269616907,22.8093630207434,TimesFM C (+kalender)
timesfm_cal,CAL,Södermanlands län,3,45.0,125.4784915500217,163.77576630286438,0.7951912998336499,29.411509020728705,TimesFM C (+kalender)
timesfm_cal,CAL,Södermanlands län,6,42.0,163.19735499790735,209.30139368772322,1.034225987634429,35.70780403293291,TimesFM C (+kalender)
timesfm_cal,CAL,Södra Norrland,1,47.0,1095.3653382646276,1646.5570351994313,0.8475650816958284,18.096265498436402,TimesFM C (+kalender)
timesfm_cal,CAL,Södra Norrland,3,45.0,1562.4028483072916,2107.3251123443406,1.2089465053416215,25.92872599299169,TimesFM C (+kalender)
timesfm_cal,CAL,Södra Norrland,6,42.0,1574.3400472005208,2117.6586531471507,1.2181831979789732,26.068982083920726,TimesFM C (+kalender)
timesfm_cal,CAL,Uppsala län,1,47.0,115.49643463784076,153.64409687731376,0.7212414948806737,19.409655213031346,TimesFM C (+kalender)
timesfm_cal,CAL,Uppsala län,3,45.0,129.5202894422743,166.5311600770228,0.8088163714113235,22.294230308112947,TimesFM C (+kalender)
timesfm_cal,CAL,Uppsala län,6,42.0,137.08368355887276,168.15434172702274,0.8560475582105729,23.90081693650861,TimesFM C (+kalender)
timesfm_cal,CAL,Värmlands län,1,47.0,204.98458927235706,249.45779947854282,0.610247620910053,14.866610729309018,TimesFM C (+kalender)
timesfm_cal,CAL,Värmlands län,3,45.0,243.50198432074652,297.65918516160355,0.7249155028975214,17.737769372714638,TimesFM C (+kalender)
timesfm_cal,CAL,Värmlands län,6,42.0,265.342282249814,336.7144935612853,0.7899349753295278,19.073442077956066,TimesFM C (+kalender)
timesfm_cal,CAL,Västerbottens län,1,47.0,604.6398821891622,1008.6234203552991,0.7211869534723424,21.753984919175622,TimesFM C (+kalender)
timesfm_cal,CAL,Västerbottens län,3,45.0,680.1938422309028,1061.5788612961344,0.8113042809433529,25.32987474693674,TimesFM C (+kalender)
timesfm_cal,CAL,Västerbottens län,6,42.0,653.0858241489956,984.0220697209148,0.7789710698022334,25.43650778857578,TimesFM C (+kalender)
timesfm_cal,CAL,Västernorrlands län,1,47.0,392.3998789685838,568.0089134966423,0.6832199982041682,21.259091259433795,TimesFM C (+kalender)
timesfm_cal,CAL,Västernorrlands län,3,45.0,445.29174262152776,611.7152392186089,0.7753117161857445,24.346325469814836,TimesFM C (+kalender)
timesfm_cal,CAL,Västernorrlands län,6,42.0,434.7049560546875,610.1976346482376,0.7568787229896289,23.099611159995103,TimesFM C (+kalender)
timesfm_cal,CAL,Västmanlands län,1,47.0,66.80983165984458,83.61149235620341,0.32377789896209214,20.12334055103145,TimesFM C (+kalender)
timesfm_cal,CAL,Västmanlands län,3,45.0,80.10228373209635,104.38163298368636,0.3881965944906238,23.73770235520641,TimesFM C (+kalender)
timesfm_cal,CAL,Västmanlands län,6,42.0,90.5927000499907,109.68012522108886,0.43903589269360005,27.035505949896432,TimesFM C (+kalender)
timesfm_cal,CAL,Västra Götalands län,1,47.0,246.55212791929853,294.22795321126046,0.5847556129884608,18.76708127152191,TimesFM C (+kalender)
timesfm_cal,CAL,Västra Götalands län,3,45.0,273.2182142469618,335.8973963378427,0.6480004277387107,21.51392881570433,TimesFM C (+kalender)
timesfm_cal,CAL,Västra Götalands län,6,42.0,310.8744274321057,365.28852180084186,0.7373108798923034,23.877919056787412,TimesFM C (+kalender)
timesfm_cal,CAL,Örebro län,1,47.0,102.44209906395446,122.98335067023949,0.518686753656386,19.82397278945485,TimesFM C (+kalender)
timesfm_cal,CAL,Örebro län,3,45.0,127.3694098578559,151.66775906435595,0.644899180297514,23.990637768184126,TimesFM C (+kalender)
timesfm_cal,CAL,Örebro län,6,42.0,131.86155482700892,162.66992865322118,0.6676438927965151,24.574010349762514,TimesFM C (+kalender)
timesfm_cal,CAL,Östergötlands län,1,47.0,136.2390084773936,178.5365504419988,0.6600691019215139,20.49413071067737,TimesFM C (+kalender)
timesfm_cal,CAL,Östergötlands län,3,45.0,159.58247816297742,204.7856211070418,0.7731666886061096,24.30704802201665,TimesFM C (+kalender)
timesfm_cal,CAL,Östergötlands län,6,42.0,170.6312735421317,217.75341342585122,0.8266973809147158,26.941745155123687,TimesFM C (+kalender)
timesfm_full,FULL,Blekinge län,1,47.0,44.059423893056014,58.25403701101496,0.43523373306568336,21.610401306261757,TimesFM E (+priser)
timesfm_full,FULL,Blekinge län,3,45.0,48.26237148708768,64.4528805350657,0.4767518558552583,24.328371595001467,TimesFM E (+priser)
timesfm_full,FULL,Blekinge län,6,42.0,56.51866585867746,75.6176896656407,0.5583102945075293,28.09588931193178,TimesFM E (+priser)
timesfm_full,FULL,Dalarnas län,1,47.0,380.3837942569814,777.2244300114199,0.9369841291400259,20.538838196126623,TimesFM E (+priser)
timesfm_full,FULL,Dalarnas län,3,45.0,489.8494439019097,953.2937610196624,1.206626469197256,27.008107846339296,TimesFM E (+priser)
timesfm_full,FULL,Dalarnas län,6,42.0,486.1570521763393,939.382223481845,1.1975311488979632,27.150729519923306,TimesFM E (+priser)
timesfm_full,FULL,Gotlands län,1,47.0,37.18723759752639,50.644409141081695,0.8072284835371806,40.3069660007214,TimesFM E (+priser)
timesfm_full,FULL,Gotlands län,3,45.0,39.66263283623589,51.840095310548605,0.860962228601147,44.44243630514322,TimesFM E (+priser)
timesfm_full,FULL,Gotlands län,6,42.0,42.61808204650879,51.495907024030664,0.9251165712818317,50.31881572886208,TimesFM E (+priser)
timesfm_full,FULL,Gävleborgs län,1,47.0,552.2728193567154,1342.1833597777807,1.0559709739134138,22.550046480377127,TimesFM E (+priser)
timesfm_full,FULL,Gävleborgs län,3,45.0,756.432575141059,1716.0042670766088,1.4463337956808011,31.66874003709013,TimesFM E (+priser)
timesfm_full,FULL,Gävleborgs län,6,42.0,787.4645763578869,1750.9061802764356,1.5056684060380248,33.42219348630162,TimesFM E (+priser)
timesfm_full,FULL,Götaland,1,47.0,651.3237824135638,798.9174778763175,0.4353834368898923,13.904558671772351,TimesFM E (+priser)
timesfm_full,FULL,Götaland,3,45.0,904.8326497395833,1068.6438207203907,0.6048437958061024,18.927933777820986,TimesFM E (+priser)
timesfm_full,FULL,Götaland,6,42.0,1102.945056733631,1334.233179185528,0.7372738758623981,23.17531992725844,TimesFM E (+priser)
timesfm_full,FULL,Hallands län,1,47.0,51.264003997153424,69.18711090829714,0.41223609592913346,20.856870909660792,TimesFM E (+priser)
timesfm_full,FULL,Hallands län,3,45.0,54.9622789171007,73.3235234990241,0.44197552897763953,22.26670434296561,TimesFM E (+priser)
timesfm_full,FULL,Hallands län,6,42.0,67.26188332693917,89.59608239363031,0.5408819839565778,27.286485880716082,TimesFM E (+priser)
timesfm_full,FULL,Hela landet,1,47.0,2513.2144281914893,3215.6638001594592,0.680284865430537,12.687681499899393,TimesFM E (+priser)
timesfm_full,FULL,Hela landet,3,45.0,3612.0089192708333,4230.673209000769,0.9777100489385052,18.136106910774185,TimesFM E (+priser)
